NPI,PROVIDER_FIRST_NAME,PROVIDER_LAST_NAME,SPECIALTY,DEPARTMENT,KP_REGION,FACILITY,PROVIDER_TYPE,DEA_NUMBER,LICENSE_STATE,HIRE_DATE,STATUS,PANEL_SIZE,ACCEPTS_NEW_PATIENTS
1386239362,Shirley,Reyes,Cardiology,Cardiology,NCAL,Walnut Creek Medical Center,NP,DEA1847055,GA,2005-03-14,ACTIVE,1179,N
1977393124,Anna,Perez,Endocrinology,Endocrinology,NW,Sunnyside Medical Center,MD,DEA1065697,DC,2011-03-12,ACTIVE,2271,Y
1368837021,Carolyn,Rodriguez,OB/GYN,OB/GYN,NCAL,Oakland Medical Center,DO,DEA5095807,CA,2020-03-31,ACTIVE,2063,Y
1504075548,Janet,White,ENT,ENT,HI,Moanalua Medical Center,PA,DEA6928106,VA,2010-01-18,ACTIVE,262,N
1814281511,Samuel,Morales,Cardiology,Cardiology,NCAL,Sacramento Medical Center,DO,DEA8710629,CA,2022-08-06,ACTIVE,678,Y
1651650264,Joseph,Nguyen,Neurology,Neurology,NCAL,Walnut Creek Medical Center,MD,DEA6083351,DC,2022-04-10,ACTIVE,1654,N
1185386740,Lisa,Williams,Gastroenterology,Gastroenterology,MAS,Capitol Hill Medical Center,MD,DEA9218844,HI,2006-10-04,ACTIVE,1273,Y
1716087094,Jason,Moore,Radiology,Radiology,GA,Crescent Center,RN,DEA3951068,GA,2014-06-07,ACTIVE,2492,N
1023151199,Lisa,Anderson,Gastroenterology,Gastroenterology,GA,Crescent Center,MD,DEA1132188,DC,2011-08-27,ACTIVE,1770,Y
1290821045,Robert,Sanchez,Dermatology,Dermatology,SCAL,Fontana Medical Center,RN,DEA6832340,CO,2007-08-05,ACTIVE,606,N
1184320117,John,Garcia,Ophthalmology,Ophthalmology,SCAL,Downey Medical Center,NP,DEA1540286,HI,2014-04-19,ACTIVE,315,Y
1040845734,Frank,Hernandez,Gastroenterology,Gastroenterology,MAS,Capitol Hill Medical Center,DO,DEA2068043,HI,2016-07-18,ACTIVE,1317,N
1785693465,Jeffrey,Sanchez,Pulmonology,Pulmonology,HI,Maui Lani Medical Office,LCSW,DEA4671883,CA,2020-12-17,ACTIVE,437,N
1257661539,Scott,Evans,Cardiology,Cardiology,MAS,Tysons Corner Medical Center,MD,DEA8403762,DC,2015-01-15,INACTIVE,1680,Y
1779240966,Christine,Harris,Internal Medicine,Internal Medicine,MAS,Capitol Hill Medical Center,RN,DEA6937822,GA,2023-03-10,ACTIVE,112,Y
1977603216,Jennifer,Jackson,Rheumatology,Rheumatology,NCAL,Sacramento Medical Center,PA,DEA9241851,VA,2017-04-12,INACTIVE,2199,Y
1968276085,Barbara,Harris,Neurology,Neurology,HI,Moanalua Medical Center,RN,DEA9000875,HI,2021-07-31,ACTIVE,489,Y
1195805937,Brandon,Martinez,Nephrology,Nephrology,SCAL,San Diego Medical Center,MD,DEA8493596,GA,2015-11-11,ACTIVE,262,N
1788313706,Timothy,Anderson,Radiology,Radiology,SCAL,Downey Medical Center,MD,DEA4522856,MD,2015-01-14,ACTIVE,2264,N
1178500852,Dorothy,Sanchez,Radiology,Radiology,MID,Mid-Atlantic Medical Center,NP,DEA3961231,GA,2020-09-27,ACTIVE,103,Y
1769633784,Emily,Diaz,Cardiology,Cardiology,MAS,Tysons Corner Medical Center,PA,DEA7711020,VA,2018-04-10,ACTIVE,290,Y
1668136626,Nicholas,Thompson,ENT,ENT,MID,Mid-Atlantic Medical Center,RN,DEA6572919,DC,2008-08-26,ACTIVE,1449,Y
1498178263,Thomas,Garcia,Emergency Medicine,Emergency Medicine,GA,Crescent Center,RN,DEA6785155,GA,2012-02-13,ACTIVE,2142,Y
1401553560,Katherine,Baker,Psychiatry,Psychiatry,NCAL,Fremont Medical Center,NP,DEA4020332,CA,2008-08-15,ON_LEAVE,440,N
1970161603,Patrick,Lewis,Pediatrics,Pediatrics,NCAL,Walnut Creek Medical Center,PA,DEA1106168,CO,2009-09-18,INACTIVE,971,Y
1859507891,Gary,King,Cardiology,Cardiology,CO,Franklin Medical Center,MD,DEA1334748,CA,2023-12-17,ACTIVE,2051,N
1452972916,Melissa,Moore,Surgery,Surgery,CO,Franklin Medical Center,MD,DEA5708189,DC,2016-09-22,ACTIVE,872,Y
1144355123,Steven,Miller,Radiology,Radiology,GA,Town Center Medical Office,MD,DEA2555172,HI,2021-10-06,ACTIVE,192,N
1228074314,Katherine,Nguyen,Orthopedics,Orthopedics,MID,Burke Medical Center,RN,DEA5922945,GA,2014-05-07,ACTIVE,1440,N
1071568714,Brian,Reyes,Gastroenterology,Gastroenterology,HI,Maui Lani Medical Office,RN,DEA9595613,WA,2005-06-09,ACTIVE,1877,N
1159043710,Gary,Rodriguez,Urology,Urology,MAS,Capitol Hill Medical Center,RN,DEA3376534,DC,2011-01-23,ACTIVE,2220,N
1395155181,Brandon,Brown,Internal Medicine,Internal Medicine,GA,Town Center Medical Office,RN,DEA9964665,DC,2005-11-17,ACTIVE,913,Y
1020215240,Kimberly,King,Gastroenterology,Gastroenterology,NCAL,Sacramento Medical Center,PA,DEA7798868,OR,2011-02-07,ACTIVE,1324,N
1968329141,David,Brown,Cardiology,Cardiology,MID,Mid-Atlantic Medical Center,MD,DEA7167874,CA,2010-01-24,ACTIVE,2378,Y
1508354989,William,Torres,Pulmonology,Pulmonology,NCAL,San Francisco Medical Center,RN,DEA4980835,CO,2015-01-19,ACTIVE,119,Y
1309969352,Justin,Lewis,Internal Medicine,Internal Medicine,HI,Maui Lani Medical Office,RN,DEA1804004,HI,2016-09-08,ACTIVE,628,Y
1482062207,Betty,Wright,Urology,Urology,NW,Sunnyside Medical Center,MD,DEA1309087,WA,2005-08-03,ACTIVE,1639,Y
1510971819,Nicholas,Davis,Oncology,Oncology,NW,Sunnyside Medical Center,MD,DEA9813491,HI,2022-04-23,ACTIVE,1777,N
1001008035,Samantha,Miller,Emergency Medicine,Emergency Medicine,SCAL,Los Angeles Medical Center,LCSW,DEA9284366,CA,2008-05-13,ACTIVE,944,Y
1668799984,Donald,Hernandez,Internal Medicine,Internal Medicine,GA,Town Center Medical Office,PA,DEA2438170,DC,2009-10-15,ACTIVE,568,Y
1325640999,Sarah,Perez,ENT,ENT,MID,Mid-Atlantic Medical Center,PA,DEA2025282,HI,2010-07-25,ACTIVE,1547,Y
1273906605,Brian,Mitchell,Nephrology,Nephrology,GA,Town Center Medical Office,NP,DEA4580616,GA,2007-02-20,ACTIVE,2193,Y
1587409998,Kenneth,Torres,Nephrology,Nephrology,HI,Moanalua Medical Center,MD,DEA8323089,VA,2012-01-19,ACTIVE,282,Y
1143768447,Joshua,Martin,Emergency Medicine,Emergency Medicine,NW,Sunnyside Medical Center,MD,DEA5803250,OR,2018-11-28,ACTIVE,822,Y
1101205305,David,Hernandez,Rheumatology,Rheumatology,CO,Franklin Medical Center,PA,DEA5013054,HI,2018-10-09,ACTIVE,753,Y
1304263528,Nicole,Edwards,OB/GYN,OB/GYN,MAS,Capitol Hill Medical Center,MD,DEA7060210,CA,2005-10-31,ACTIVE,2499,Y
1486528482,Robert,Young,Emergency Medicine,Emergency Medicine,NW,Sunnyside Medical Center,DO,DEA8345029,OR,2018-09-18,ACTIVE,1629,Y
1496669869,Catherine,Rodriguez,Psychiatry,Psychiatry,GA,Crescent Center,MD,DEA6908073,CA,2009-11-03,ON_LEAVE,446,N
1327890403,Charles,Ramirez,Oncology,Oncology,MAS,Tysons Corner Medical Center,MD,DEA6843842,WA,2009-08-14,ACTIVE,1049,Y
1764954338,Paul,Robinson,Gastroenterology,Gastroenterology,NCAL,Fremont Medical Center,PA,DEA2059905,VA,2011-03-13,ON_LEAVE,931,N
1719147698,Matthew,Wright,Emergency Medicine,Emergency Medicine,CO,Franklin Medical Center,PhD,DEA1100747,VA,2011-06-29,ACTIVE,1657,N
1344574241,Brenda,Gomez,ENT,ENT,NW,Westside Medical Center,MD,DEA5934336,CA,2016-06-04,ACTIVE,541,N
1126637807,Nicholas,Clark,OB/GYN,OB/GYN,HI,Maui Lani Medical Office,MD,DEA3256719,OR,2017-09-14,ACTIVE,273,N
1571713442,Jack,Brown,Nephrology,Nephrology,MID,Mid-Atlantic Medical Center,RN,DEA1174025,CO,2022-04-07,ACTIVE,1361,Y
1117105102,Donna,Stewart,Orthopedics,Orthopedics,MAS,Tysons Corner Medical Center,MD,DEA2330563,HI,2017-07-16,ACTIVE,1464,Y
1917115165,Brenda,Parker,Nephrology,Nephrology,NW,Interstate Medical Office,RN,DEA6123476,GA,2013-02-07,ACTIVE,1701,Y
1221934391,Nicholas,Turner,Gastroenterology,Gastroenterology,MID,Mid-Atlantic Medical Center,MD,DEA9895545,CA,2017-12-22,ACTIVE,1950,Y
1254195559,Stephen,White,Cardiology,Cardiology,MAS,Tysons Corner Medical Center,MD,DEA1164580,WA,2020-05-19,ACTIVE,2108,Y
1234568191,Helen,Stewart,Psychiatry,Psychiatry,CO,Rock Creek Medical Office,MD,DEA2211144,MD,2015-12-09,ACTIVE,1445,Y
1643961582,Helen,Martin,Surgery,Surgery,SCAL,Riverside Medical Center,PA,DEA3948826,DC,2022-04-26,ACTIVE,312,Y
1131690831,Brandon,Mitchell,Radiology,Radiology,GA,Town Center Medical Office,RN,DEA2677684,MD,2014-05-20,ACTIVE,1314,Y
1365994606,Emily,Torres,Nephrology,Nephrology,NW,Westside Medical Center,MD,DEA5280880,GA,2017-12-21,ACTIVE,1132,Y
1499212623,Lisa,Hall,Emergency Medicine,Emergency Medicine,MAS,Capitol Hill Medical Center,MD,DEA1219710,OR,2018-09-08,INACTIVE,1115,Y
1073294587,Catherine,Anderson,Urology,Urology,CO,Rock Creek Medical Office,PhD,DEA1522908,GA,2016-08-30,INACTIVE,2108,Y
1682256670,Donald,Garcia,Nephrology,Nephrology,NW,Interstate Medical Office,MD,DEA9717441,HI,2011-10-19,ACTIVE,2001,Y
1859849095,Linda,Davis,Nephrology,Nephrology,NW,Westside Medical Center,PA,DEA9614972,CO,2018-06-19,ACTIVE,798,Y
1221780141,Karen,Garcia,Endocrinology,Endocrinology,MAS,Capitol Hill Medical Center,MD,DEA1326780,MD,2007-11-10,ACTIVE,423,N
1588398204,Rebecca,Williams,Endocrinology,Endocrinology,SCAL,Downey Medical Center,MD,DEA8234848,WA,2018-01-22,ACTIVE,1818,N
1562142473,Anthony,Lopez,Oncology,Oncology,SCAL,Irvine Medical Center,DO,DEA2768092,VA,2007-10-09,ACTIVE,856,N
1011897449,David,Walker,Gastroenterology,Gastroenterology,MAS,Capitol Hill Medical Center,RN,DEA2305788,WA,2013-12-24,ACTIVE,1587,N
1614186215,Sandra,Smith,Surgery,Surgery,CO,Skyline Medical Center,RN,DEA2036866,HI,2022-10-17,ACTIVE,536,Y
1431102385,Raymond,Ramirez,Gastroenterology,Gastroenterology,GA,Town Center Medical Office,DO,DEA6798579,HI,2018-12-01,ACTIVE,215,N
1104475866,Betty,Davis,Dermatology,Dermatology,CO,Franklin Medical Center,NP,DEA1919425,HI,2010-09-24,ON_LEAVE,792,N
1421820583,Margaret,Jones,Pulmonology,Pulmonology,NW,Sunnyside Medical Center,MD,DEA1679238,GA,2018-07-09,ACTIVE,862,Y
1887721781,Gregory,Murphy,Oncology,Oncology,SCAL,Los Angeles Medical Center,RN,DEA7821900,CO,2008-07-02,ACTIVE,394,N
1857361384,Amanda,Adams,Endocrinology,Endocrinology,NW,Westside Medical Center,MD,DEA8974908,GA,2016-08-30,ACTIVE,1032,Y
1173499525,Joseph,Carter,Surgery,Surgery,NCAL,Oakland Medical Center,RN,DEA8178523,HI,2017-04-18,ACTIVE,2473,Y
1010986094,Patrick,Adams,Dermatology,Dermatology,CO,Rock Creek Medical Office,DO,DEA5919890,MD,2017-12-21,ACTIVE,836,Y
1506549954,Janet,Cruz,Endocrinology,Endocrinology,NCAL,San Francisco Medical Center,MD,DEA3173991,GA,2011-03-08,ACTIVE,2010,N
1421366130,Emma,Baker,Gastroenterology,Gastroenterology,HI,Maui Lani Medical Office,LCSW,DEA5271096,CO,2018-10-31,ACTIVE,1188,Y
1151395995,Jacob,Smith,Cardiology,Cardiology,CO,Rock Creek Medical Office,MD,DEA8002988,CA,2010-02-27,ACTIVE,1095,Y
1704223906,Michael,Martin,Urology,Urology,NW,Westside Medical Center,MD,DEA7332796,WA,2014-11-18,ACTIVE,1063,Y
1705441302,Brenda,Phillips,Dermatology,Dermatology,SCAL,Los Angeles Medical Center,PhD,DEA7574520,CA,2016-04-25,ACTIVE,806,N
1533282128,Sharon,Perez,Oncology,Oncology,HI,Moanalua Medical Center,RN,DEA6217732,OR,2017-11-14,ACTIVE,103,Y
1080721939,Nicholas,Diaz,Neurology,Neurology,HI,Moanalua Medical Center,RN,DEA1364018,VA,2009-02-22,ACTIVE,525,Y
1151870030,Sharon,Adams,Cardiology,Cardiology,CO,Rock Creek Medical Office,LCSW,DEA5049490,GA,2018-08-18,ACTIVE,1544,N
1047591957,Jack,Martin,Neurology,Neurology,HI,Maui Lani Medical Office,LCSW,DEA5410378,DC,2009-11-08,ACTIVE,1849,N
1350358720,Matthew,Murphy,Internal Medicine,Internal Medicine,MAS,Tysons Corner Medical Center,RN,DEA6589403,HI,2017-06-22,ACTIVE,440,N
1796538024,Sarah,Martinez,ENT,ENT,HI,Maui Lani Medical Office,RN,DEA7167393,WA,2017-05-09,ACTIVE,2130,N
1681083025,Matthew,Anderson,Rheumatology,Rheumatology,GA,Town Center Medical Office,NP,DEA4775330,CA,2023-03-19,ON_LEAVE,1842,Y
1634788121,Donald,Green,Surgery,Surgery,MID,Mid-Atlantic Medical Center,PA,DEA9869369,MD,2012-04-19,ACTIVE,999,Y
1199755568,Carolyn,Gonzalez,Ophthalmology,Ophthalmology,CO,Skyline Medical Center,RN,DEA8414210,HI,2012-09-04,ACTIVE,1573,Y
1500774218,Shirley,Smith,Psychiatry,Psychiatry,HI,Moanalua Medical Center,PA,DEA2068109,DC,2009-02-10,ACTIVE,412,Y
1814294005,Karen,Phillips,Internal Medicine,Internal Medicine,SCAL,Irvine Medical Center,MD,DEA6133516,DC,2015-10-26,ACTIVE,746,Y
1772559222,John,Harris,Rheumatology,Rheumatology,MAS,Capitol Hill Medical Center,MD,DEA4183043,VA,2014-01-18,ACTIVE,2395,N
1273521353,Shirley,Brown,Radiology,Radiology,MID,Burke Medical Center,RN,DEA3113102,HI,2007-05-01,ACTIVE,1842,N
1429328004,Sharon,Torres,Gastroenterology,Gastroenterology,HI,Maui Lani Medical Office,PA,DEA1231895,GA,2022-02-05,ACTIVE,1666,Y
1138770704,Sandra,Gomez,Pediatrics,Pediatrics,HI,Maui Lani Medical Office,MD,DEA5173671,MD,2005-02-27,ACTIVE,982,Y
1310283811,Nicholas,Miller,Pediatrics,Pediatrics,SCAL,Los Angeles Medical Center,PA,DEA5660237,WA,2005-08-21,ACTIVE,2443,Y
1109044665,Paul,Nelson,OB/GYN,OB/GYN,GA,Town Center Medical Office,DO,DEA8871608,DC,2009-11-30,INACTIVE,1032,Y
1436263415,Paul,Edwards,Urology,Urology,HI,Maui Lani Medical Office,NP,DEA4365520,OR,2014-03-25,INACTIVE,900,Y
1534058174,Timothy,Stewart,Oncology,Oncology,NCAL,Walnut Creek Medical Center,LCSW,DEA6206645,WA,2012-06-07,ACTIVE,1305,N
1399198420,Kenneth,Reyes,Endocrinology,Endocrinology,CO,Rock Creek Medical Office,RN,DEA9416664,GA,2023-01-06,ACTIVE,860,Y
1774777552,Sarah,Smith,Rheumatology,Rheumatology,CO,Franklin Medical Center,DO,DEA1078277,DC,2019-10-26,ACTIVE,1923,Y
1295930235,Robert,Perez,Pediatrics,Pediatrics,CO,Rock Creek Medical Office,RN,DEA1039311,MD,2023-07-22,ON_LEAVE,1435,Y
1986564965,Michael,Cruz,Emergency Medicine,Emergency Medicine,CO,Franklin Medical Center,MD,DEA2892037,GA,2008-03-09,ACTIVE,1152,Y
1587629578,Justin,Robinson,Gastroenterology,Gastroenterology,SCAL,Irvine Medical Center,NP,DEA8239466,CA,2010-09-05,ACTIVE,2021,N
1143828096,William,King,Endocrinology,Endocrinology,HI,Moanalua Medical Center,PA,DEA9609786,CO,2006-08-08,ACTIVE,1876,Y
1112215265,Matthew,Clark,Pulmonology,Pulmonology,HI,Moanalua Medical Center,DO,DEA2383340,GA,2007-05-21,ACTIVE,1036,Y
1802819128,Kenneth,Evans,Rheumatology,Rheumatology,MID,Mid-Atlantic Medical Center,RN,DEA6386136,CO,2006-11-25,ACTIVE,1477,Y
1647236727,Kenneth,Young,Surgery,Surgery,MAS,Capitol Hill Medical Center,MD,DEA2590902,MD,2020-11-15,ON_LEAVE,1585,Y
1754734419,Jason,Nguyen,ENT,ENT,NW,Westside Medical Center,MD,DEA1175104,VA,2023-12-16,ACTIVE,1868,Y
1906966554,James,Rivera,Surgery,Surgery,NW,Westside Medical Center,MD,DEA6839367,GA,2017-09-03,ACTIVE,2344,Y
1280875633,Laura,Williams,Nephrology,Nephrology,MID,Mid-Atlantic Medical Center,DO,DEA2369699,CA,2011-02-21,ACTIVE,2025,Y
1594182238,Jennifer,Jones,Oncology,Oncology,HI,Maui Lani Medical Office,NP,DEA4714899,GA,2013-10-19,ACTIVE,1610,Y
1999028323,Jennifer,Diaz,Nephrology,Nephrology,GA,Town Center Medical Office,PhD,DEA2959673,OR,2018-12-17,ACTIVE,1574,Y
1624887501,Catherine,Davis,Radiology,Radiology,SCAL,San Diego Medical Center,RN,DEA7349416,WA,2005-11-04,INACTIVE,863,Y
1830227466,Rebecca,Harris,Radiology,Radiology,HI,Maui Lani Medical Office,MD,DEA2764021,GA,2017-05-02,ACTIVE,178,Y
1819026523,Scott,Lee,Pulmonology,Pulmonology,HI,Maui Lani Medical Office,MD,DEA8800903,VA,2008-05-28,ACTIVE,2379,Y
1775185078,Linda,Adams,Oncology,Oncology,MID,Burke Medical Center,NP,DEA3403954,CA,2018-06-27,ON_LEAVE,1593,Y
1745386467,Ashley,Gonzalez,Radiology,Radiology,SCAL,Downey Medical Center,LCSW,DEA6388936,VA,2016-09-15,ACTIVE,1481,Y
1155723753,Elizabeth,Hall,Pulmonology,Pulmonology,MAS,Tysons Corner Medical Center,MD,DEA1672827,WA,2005-10-16,ACTIVE,1446,N
1522008335,Carol,Stewart,Surgery,Surgery,SCAL,Los Angeles Medical Center,MD,DEA5138178,DC,2015-04-05,ACTIVE,2306,Y
1548532973,Jennifer,Morris,Internal Medicine,Internal Medicine,MAS,Tysons Corner Medical Center,NP,DEA6518683,DC,2005-05-23,ACTIVE,153,Y
1243311896,Sandra,Flores,Emergency Medicine,Emergency Medicine,GA,Town Center Medical Office,MD,DEA2106549,WA,2023-10-03,INACTIVE,536,Y
1210348822,Melissa,Roberts,Ophthalmology,Ophthalmology,MAS,Capitol Hill Medical Center,MD,DEA7493217,MD,2021-04-26,ACTIVE,2325,N
1104001437,Karen,Moore,Dermatology,Dermatology,NW,Interstate Medical Office,MD,DEA5920092,GA,2022-11-21,INACTIVE,1345,N
1039281469,Raymond,Rodriguez,OB/GYN,OB/GYN,MAS,Capitol Hill Medical Center,PhD,DEA4426284,OR,2014-01-28,ACTIVE,808,Y
1912415998,Carolyn,Williams,Orthopedics,Orthopedics,NW,Westside Medical Center,MD,DEA3502239,GA,2016-11-14,ACTIVE,1914,N
1914855425,Barbara,Hernandez,Rheumatology,Rheumatology,HI,Maui Lani Medical Office,NP,DEA5790947,MD,2019-12-05,ACTIVE,1099,Y
1645549330,Raymond,Campbell,Surgery,Surgery,HI,Maui Lani Medical Office,MD,DEA2463720,CO,2011-05-28,INACTIVE,1092,Y
1366162883,Anthony,Lewis,Rheumatology,Rheumatology,SCAL,Los Angeles Medical Center,NP,DEA3679854,GA,2016-08-13,ACTIVE,463,N
1574746670,Kevin,Wright,Orthopedics,Orthopedics,NCAL,Santa Clara Medical Center,MD,DEA3516918,MD,2018-04-25,ACTIVE,1950,Y
1961418199,Donald,Martinez,Oncology,Oncology,NCAL,Fremont Medical Center,RN,DEA8034000,WA,2018-03-06,ACTIVE,1757,Y
1506271736,Cynthia,Hall,ENT,ENT,MAS,Capitol Hill Medical Center,NP,DEA1183692,WA,2013-07-21,ACTIVE,849,Y
1312967211,Charles,Baker,Dermatology,Dermatology,MAS,Tysons Corner Medical Center,MD,DEA8129237,CA,2017-07-09,ACTIVE,869,Y
1308501472,James,Edwards,Urology,Urology,GA,Crescent Center,LCSW,DEA4948917,MD,2021-08-01,ACTIVE,2466,Y
1709798844,Benjamin,Moore,Oncology,Oncology,NW,Interstate Medical Office,NP,DEA6991677,CA,2022-05-23,ACTIVE,2451,N
1037411577,Ryan,Lee,Nephrology,Nephrology,HI,Moanalua Medical Center,PA,DEA7837402,MD,2023-09-16,ACTIVE,1067,N
1971439692,Carolyn,Wright,OB/GYN,OB/GYN,MID,Mid-Atlantic Medical Center,NP,DEA3895990,HI,2005-10-01,ACTIVE,1538,N
1056496118,Charles,Johnson,Internal Medicine,Internal Medicine,CO,Skyline Medical Center,DO,DEA1618671,MD,2021-04-26,ACTIVE,523,Y
1603273983,Karen,Anderson,Pulmonology,Pulmonology,CO,Franklin Medical Center,RN,DEA3605193,OR,2007-12-12,ACTIVE,162,N
1949738250,Gregory,Reyes,ENT,ENT,NCAL,San Francisco Medical Center,NP,DEA5343496,CA,2012-02-15,ACTIVE,1816,N
1119488407,Jessica,Johnson,Emergency Medicine,Emergency Medicine,MID,Mid-Atlantic Medical Center,MD,DEA6103186,MD,2020-08-25,ACTIVE,1005,Y
1425845303,Nicholas,Perez,Psychiatry,Psychiatry,HI,Maui Lani Medical Office,NP,DEA9622024,CO,2021-02-13,ACTIVE,737,N
1052917008,Edward,Collins,Endocrinology,Endocrinology,NW,Sunnyside Medical Center,LCSW,DEA9797100,VA,2011-11-06,ACTIVE,2126,Y
1065419653,Shirley,Phillips,Neurology,Neurology,NCAL,Walnut Creek Medical Center,MD,DEA2922325,VA,2007-02-17,ACTIVE,1500,Y
1133930593,Sarah,Turner,Pulmonology,Pulmonology,NW,Westside Medical Center,MD,DEA6435442,OR,2011-12-06,ON_LEAVE,1580,N
1406473988,James,Turner,OB/GYN,OB/GYN,CO,Franklin Medical Center,MD,DEA6103639,CA,2017-07-01,ACTIVE,798,Y
1829586404,Timothy,Allen,Surgery,Surgery,CO,Skyline Medical Center,RN,DEA2220404,WA,2018-07-03,ACTIVE,1443,Y
1804570182,Mark,Collins,Pulmonology,Pulmonology,GA,Town Center Medical Office,MD,DEA7477346,GA,2013-09-03,INACTIVE,1268,Y
1290045426,Angela,White,Internal Medicine,Internal Medicine,HI,Moanalua Medical Center,RN,DEA9588723,GA,2010-07-10,ACTIVE,1245,N
1729583164,Gregory,Brown,Neurology,Neurology,CO,Franklin Medical Center,PhD,DEA3435120,VA,2013-01-14,INACTIVE,1081,Y
1023500274,Nicole,Edwards,ENT,ENT,MAS,Capitol Hill Medical Center,MD,DEA7621524,GA,2023-04-12,ACTIVE,1714,Y
1505333196,Brandon,Cruz,Surgery,Surgery,SCAL,Irvine Medical Center,DO,DEA9175143,WA,2008-08-03,ACTIVE,2014,Y
1562278818,Barbara,Williams,Psychiatry,Psychiatry,CO,Rock Creek Medical Office,PhD,DEA8199140,DC,2005-09-21,ACTIVE,515,Y
1692751997,Gregory,King,Cardiology,Cardiology,MAS,Tysons Corner Medical Center,MD,DEA8674131,HI,2019-08-03,ACTIVE,1367,Y
1112205096,Scott,Clark,Dermatology,Dermatology,SCAL,Irvine Medical Center,LCSW,DEA6232820,WA,2015-09-09,ACTIVE,430,Y
1331028324,Jeffrey,White,OB/GYN,OB/GYN,NCAL,San Francisco Medical Center,DO,DEA3915089,DC,2013-06-10,ACTIVE,2233,N
1782284251,Brenda,Davis,Pediatrics,Pediatrics,MID,Mid-Atlantic Medical Center,NP,DEA2656162,CO,2015-07-22,ACTIVE,1568,N
1667600246,Emma,Rodriguez,Pulmonology,Pulmonology,CO,Franklin Medical Center,MD,DEA2412988,HI,2019-07-16,ACTIVE,982,Y
1380267884,Sharon,Harris,Emergency Medicine,Emergency Medicine,CO,Skyline Medical Center,NP,DEA3501507,HI,2021-06-21,ACTIVE,1825,Y
1334472099,Christine,Cruz,Psychiatry,Psychiatry,CO,Franklin Medical Center,MD,DEA8067949,VA,2022-05-30,ACTIVE,1153,N
1524339104,Patrick,Jones,Oncology,Oncology,CO,Franklin Medical Center,MD,DEA6994858,VA,2010-03-23,ON_LEAVE,1322,Y
1571337499,John,Ramirez,Neurology,Neurology,MAS,Capitol Hill Medical Center,MD,DEA9982412,OR,2011-06-12,ACTIVE,2487,Y
1743876290,Christopher,Robinson,Pediatrics,Pediatrics,NW,Westside Medical Center,MD,DEA4172393,WA,2020-01-15,ON_LEAVE,1786,N
1264526048,Thomas,Taylor,Oncology,Oncology,SCAL,San Diego Medical Center,MD,DEA1634146,HI,2023-04-26,ACTIVE,2048,N
1297084459,Joshua,Morales,Psychiatry,Psychiatry,NCAL,Fremont Medical Center,PhD,DEA4334453,CO,2011-05-21,INACTIVE,1957,Y
1064681680,Charles,Mitchell,Nephrology,Nephrology,MID,Burke Medical Center,MD,DEA3266176,MD,2015-02-06,ACTIVE,2481,Y
1723201194,John,Ramirez,Emergency Medicine,Emergency Medicine,MID,Burke Medical Center,MD,DEA8581858,DC,2023-07-17,ACTIVE,1601,Y
1338468941,Alexander,Cruz,Oncology,Oncology,CO,Skyline Medical Center,PA,DEA4727032,WA,2022-06-08,ACTIVE,1707,N
1057519560,Carolyn,Murphy,OB/GYN,OB/GYN,NW,Sunnyside Medical Center,DO,DEA8962887,CO,2019-01-07,ACTIVE,2037,Y
1948569430,Scott,Collins,Internal Medicine,Internal Medicine,MID,Burke Medical Center,PhD,DEA1719332,VA,2022-06-29,ACTIVE,1736,N
1983069440,Scott,Parker,Ophthalmology,Ophthalmology,CO,Franklin Medical Center,MD,DEA8965157,MD,2010-07-16,ACTIVE,1140,Y
1868401978,David,Walker,Dermatology,Dermatology,NW,Interstate Medical Office,RN,DEA2515670,VA,2014-03-30,ACTIVE,1279,Y
1779742223,Edward,Turner,Surgery,Surgery,MID,Burke Medical Center,DO,DEA5783151,VA,2020-07-06,ACTIVE,559,Y
1436725354,Kevin,Turner,Dermatology,Dermatology,HI,Maui Lani Medical Office,MD,DEA3120638,HI,2009-08-16,ACTIVE,1542,N
1237069838,Donna,Jackson,Surgery,Surgery,HI,Moanalua Medical Center,LCSW,DEA9260837,MD,2017-10-03,ACTIVE,1415,N
1064933160,Ashley,Hall,Urology,Urology,CO,Rock Creek Medical Office,MD,DEA8013184,CO,2014-05-18,ACTIVE,1135,Y
1536107208,David,Green,Dermatology,Dermatology,SCAL,Fontana Medical Center,PA,DEA6169649,CO,2022-04-03,ACTIVE,2370,Y
1911546772,Linda,Morris,Internal Medicine,Internal Medicine,SCAL,San Diego Medical Center,NP,DEA1136640,OR,2012-12-16,ACTIVE,324,Y
1051329388,Nicholas,Hernandez,Oncology,Oncology,CO,Rock Creek Medical Office,NP,DEA2107720,MD,2017-05-15,ACTIVE,1912,Y
1775089698,Stephen,Flores,Orthopedics,Orthopedics,NW,Sunnyside Medical Center,NP,DEA1896951,VA,2013-08-27,ACTIVE,831,Y
1199861798,Angela,Moore,Neurology,Neurology,MID,Mid-Atlantic Medical Center,PhD,DEA6829611,DC,2006-04-12,ACTIVE,1275,Y
1425094211,Steven,Perez,Urology,Urology,MID,Mid-Atlantic Medical Center,PhD,DEA1930703,WA,2016-08-03,ACTIVE,1164,N
1222298130,Kathleen,Collins,Cardiology,Cardiology,SCAL,Riverside Medical Center,MD,DEA5803923,HI,2019-02-07,ACTIVE,1304,Y
